bairro,tipo_imovel,area_util,banheiros,suites,quartos,vagas_garagem,taxa_condominio,preco_aluguel,iptu_ano
Itaim Bibi,Flat,37.0,1,0,1,1,541.0,2345.0,105.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,3758.0,91.0
Itaim Bibi,Flat,37.0,1,0,1,1,770.0,3160.0,70.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,3098.0,62.0
Itaim Bibi,Flat,45.0,1,1,1,1,840.0,2625.0,105.0
Itaim Bibi,Apartamento,62.0,2,1,1,1,1190.0,7140.0,210.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2709.0,91.0
Itaim Bibi,Flat,45.0,1,1,1,1,944.0,3255.0,105.0
Itaim Bibi,Apartamento,220.0,5,3,3,4,2800.0,13846.0,1260.0
Itaim Bibi,Apartamento,200.0,4,3,3,2,2800.0,13846.0,602.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,3409.0,91.0
Itaim Bibi,Flat,60.0,2,0,2,1,770.0,3919.0,70.0
Itaim Bibi,Flat,60.0,1,1,1,1,630.0,5530.0,70.0
Vila Nova Conceição,Apartamento,150.0,4,1,2,2,1127.0,6727.0,303.0
Jardim Paulista,Flat,42.0,1,1,1,1,1050.0,2800.0,140.0
Vila Mariana,Apartamento,100.0,3,2,3,2,840.0,5040.0,244.0
Ipiranga,Apartamento,62.0,1,0,2,2,489.0,2380.0,62.0
Ipiranga,Apartamento,125.0,5,3,3,2,503.0,3653.0,168.0
Itaim Bibi,Flat,70.0,1,0,2,1,809.0,4071.0,126.0
Itaim Bibi,Apartamento,168.0,3,1,4,2,1311.0,9011.0,251.0
Vila Nova Conceição,Apartamento,81.0,2,1,1,2,805.0,8505.0,244.0
Itaim Bibi,Apartamento,240.0,3,1,3,2,1819.0,8820.0,350.0
Pinheiros,Flat,35.0,1,1,1,1,770.0,2660.0,70.0
Itaim Bibi,Flat,37.0,1,1,1,1,1313.0,3649.0,199.0
Itaim Bibi,Flat,40.0,2,1,1,1,386.0,2319.0,129.0
Itaim Bibi,Flat,40.0,1,1,1,1,1260.0,2954.0,196.0
Jd Paulista,Apartamento,40.0,2,1,1,1,386.0,3290.0,132.0
Itaim Bibi,Flat,80.0,2,0,2,2,665.0,5824.0,125.0
Jd Paulista,Apartamento,40.0,2,1,1,1,386.0,3430.0,132.0
Itaim Bibi,Apartamento,90.0,2,1,2,1,595.0,5705.0,84.0
Itaim Bibi,Flat,70.0,1,1,2,1,2800.0,5366.0,373.0
Itaim Bibi,Flat,33.0,1,1,1,1,1060.0,2453.0,136.0
Itaim Bibi,Flat,35.0,1,0,1,1,700.0,2464.0,70.0
Itaim Bibi,Flat,45.0,1,1,1,1,630.0,2940.0,70.0
Itaim Bibi,Flat,36.0,1,1,1,1,1225.0,2555.0,105.0
Itaim Bibi,Flat,36.0,1,1,1,1,1334.0,2520.0,140.0
Itaim Bibi,Flat,40.0,1,1,1,1,840.0,3989.0,176.0
Itaim Bibi,Flat,44.0,2,1,1,1,844.0,2993.0,156.0
Vila Mariana,Apartamento,57.0,2,0,1,1,809.0,2489.0,1365.0
Itaim Bibi,Flat,40.0,1,1,1,1,909.0,2590.0,70.0
Itaim Bibi,Flat,40.0,1,0,1,1,1007.0,3059.0,91.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,2737.0,70.0
Vila Nova Conceição,Flat,29.0,1,1,1,1,1304.0,3124.0,95.0
Jardins,Apartamento,308.0,4,3,3,4,2800.0,13846.0,1365.0
Jardim Europa,Flat,30.0,1,1,1,1,770.0,2730.0,140.0
Itaim Bibi,Flat,28.0,1,0,1,1,700.0,2029.0,140.0
Itaim Bibi,Flat,35.0,1,0,1,1,700.0,2145.0,70.0
Itaim Bibi,Flat,29.0,1,0,1,1,1050.0,2380.0,70.0
Itaim Bibi,Apartamento,260.0,3,2,4,2,1330.0,9730.0,602.0
Itaim Bibi,Flat,29.0,1,0,1,1,1050.0,2380.0,70.0
Pinheiros,Flat,30.0,1,1,1,1,1204.0,2674.0,125.0
Itaim Bibi,Flat,170.0,1,0,2,2,2170.0,7419.0,357.0
Itaim Bibi,Flat,30.0,1,0,1,1,875.0,2541.0,118.0
Itaim Bibi,Flat,29.0,1,1,1,1,1260.0,2380.0,125.0
Jardim Europa,Flat,45.0,1,0,1,1,707.0,2856.0,84.0
Pinheiros,Flat,30.0,1,1,1,1,1323.0,2653.0,147.0
Itaim Bibi,Apartamento,106.0,1,1,1,2,1330.0,10203.0,332.0
Itaim Bibi,Apartamento,190.0,3,3,3,3,1819.0,10220.0,489.0
Itaim Bibi,Flat,70.0,2,2,2,1,1183.0,4613.0,98.0
Itaim Bibi,Apartamento,95.0,3,1,2,1,840.0,4340.0,140.0
Itaim Bibi,Flat,40.0,1,1,1,1,1330.0,3346.0,154.0
Jardins,Apartamento,502.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,32.0,1,1,1,1,1092.0,2492.0,98.0
Itaim Bibi,Flat,28.0,1,1,1,1,840.0,3220.0,62.0
Vila Mariana,Apartamento,110.0,4,1,3,3,1470.0,5495.0,294.0
Vila Mariana,Apartamento,45.0,1,1,1,1,944.0,2275.0,133.0
Jardim Europa,Apartamento,320.0,5,3,4,4,2800.0,13846.0,1330.0
Cidade dos Bandeirantes,Apartamento,72.0,2,1,3,1,475.0,1945.0,62.0
Jardim do Lago,Apartamento,47.0,1,0,2,1,770.0,1767.0,182.0
Paraíso,Apartamento,550.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Paulista,Apartamento,260.0,5,3,4,4,2800.0,9800.0,1365.0
Jardim Paulista,Apartamento,375.0,3,2,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,40.0,1,0,1,1,630.0,2660.0,70.0
Moema,Flat,41.0,1,1,1,1,840.0,2240.0,140.0
Paraíso,Flat,42.0,1,1,1,1,840.0,2029.0,70.0
Vila Olimpia,Apartamento,25.0,1,0,1,1,546.0,2646.0,94.0
Vila Olímpia,Apartamento,90.0,2,1,1,1,1050.0,7349.0,350.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2212.0,70.0
Moema,Apartamento,50.0,1,1,1,1,735.0,4426.0,123.0
Moema,Flat,50.0,1,1,1,1,1025.0,2380.0,70.0
Vila Clementino,Flat,36.0,1,0,1,1,770.0,1767.0,70.0
Vila Nova Conceição,Apartamento,70.0,2,1,1,1,651.0,5551.0,166.0
Moema,Flat,40.0,1,0,1,1,770.0,5103.0,70.0
Vila Olímpia,Flat,28.0,1,0,1,1,889.0,2359.0,125.0
Vila Olímpia,Flat,31.0,1,1,1,1,1120.0,2380.0,140.0
Vila Olímpia,Flat,31.0,1,0,1,1,840.0,2660.0,140.0
Vila Nova Conceição,Flat,78.0,1,1,2,2,1640.0,8211.0,189.0
Moema,Flat,48.0,1,0,1,1,890.0,4810.0,81.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,3048.0,101.0
Vila Nova Conceição,Flat,65.0,2,0,2,1,770.0,3926.0,70.0
Vila Nova Conceição,Flat,48.0,1,0,1,1,791.0,4052.0,147.0
Jardim Vila Mariana,Apartamento,180.0,4,3,4,3,1750.0,8049.0,700.0
Vila Nova Conceição,Flat,60.0,1,1,2,1,630.0,3779.0,70.0
Vila Nova Conceição,Apartamento,127.0,3,1,3,2,875.0,4725.0,244.0
Vila Olímpia,Flat,31.0,1,1,1,1,1260.0,2660.0,140.0
Jardim Luzitania,Apartamento,462.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2383.0,70.0
Vila Clementino,Apartamento,110.0,1,0,3,2,770.0,3220.0,140.0
Moema,Flat,78.0,1,1,1,1,1470.0,7174.0,175.0
Moema,Flat,48.0,1,0,1,1,840.0,4242.0,98.0
Moema,Flat,48.0,1,1,1,1,770.0,3570.0,140.0
Vila Olímpia,Flat,32.0,1,1,1,1,840.0,2520.0,140.0
Vila Olímpia,Flat,35.0,1,0,1,1,637.0,2327.0,122.0
Vila Clementino,Apartamento,180.0,1,3,3,1,1540.0,7489.0,315.0
Vila Mariana,Apartamento,250.0,5,3,4,3,1400.0,13846.0,770.0
Vila Nova Conceição,Flat,41.0,1,1,2,1,386.0,2971.0,101.0
Vila Clementino,Flat,35.0,1,1,1,1,1399.0,2658.0,211.0
Vila Clementino,Flat,35.0,1,1,1,1,630.0,2240.0,70.0
Ipiranga,Apartamento,170.0,4,3,3,3,1260.0,5250.0,475.0
Vila Olimpia,Apartamento,42.0,1,0,1,1,454.0,3115.0,70.0
Vila Olimpia,Apartamento,120.0,4,1,3,2,489.0,5390.0,125.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,681.0,3481.0,122.0
Jardim Vila Mariana,Apartamento,165.0,5,3,4,4,1081.0,7381.0,609.0
Vila Olimpia,Apartamento,60.0,2,0,2,1,665.0,2765.0,67.0
Vila Nova Conceição,Flat,43.0,1,1,1,1,525.0,3045.0,105.0
Vila Olímpia,Flat,32.0,1,0,1,1,570.0,2205.0,105.0
Vila Nova Conceição,Flat,65.0,1,0,2,1,1157.0,4094.0,105.0
Vila Olímpia,Flat,35.0,1,0,1,1,777.0,2628.0,70.0
Vila Nova Conceição,Apartamento,58.0,2,1,1,1,1176.0,4326.0,70.0
Gleba do Pêssego,Apartamento,85.0,1,0,2,1,525.0,2275.0,84.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2653.0,70.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,770.0,3919.0,177.0
Vila Clementino,Apartamento,280.0,2,3,3,4,2800.0,13846.0,1362.0
Vila Clementino,Flat,35.0,1,0,1,1,770.0,1915.0,70.0
Jardim Leonor,Apartamento,176.0,5,2,2,3,1906.0,11006.0,849.0
Vila Nova Conceição,Apartamento,156.0,2,1,3,3,2800.0,8198.0,952.0
Vila Olímpia,Flat,44.0,1,0,1,1,700.0,3891.0,168.0
Vila Nova Conceição,Flat,43.0,1,1,1,1,630.0,2029.0,70.0
Vila Nova Conceição,Apartamento,200.0,4,3,4,3,2555.0,10605.0,630.0
Vila Mariana,Flat,35.0,1,1,1,1,840.0,1767.0,70.0
Vila Nova Conceição,Apartamento,65.0,1,0,2,1,1365.0,4585.0,175.0
Vila Nova Conceição,Flat,40.0,1,1,1,1,475.0,2086.0,84.0
Vila Nova Conceição,Apartamento,200.0,5,3,3,3,2029.0,13846.0,630.0
Vila Nova Conceição,Flat,32.0,1,0,1,1,546.0,2170.0,70.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,528.0,1767.0,87.0
Vila Nova Conceição,Flat,65.0,1,1,2,2,1050.0,4480.0,140.0
Vila Nova Conceição,Apartamento,154.0,2,1,4,2,1330.0,7279.0,385.0
Vila Nova Conceição,Flat,32.0,1,0,1,1,532.0,1928.0,62.0
Jardim Vila Mariana,Apartamento,300.0,5,3,4,4,2800.0,13846.0,1365.0
Vila Olímpia,Apartamento,125.0,4,3,3,3,1003.0,8003.0,329.0
Vila Olímpia,Apartamento,94.0,1,1,3,2,749.0,7398.0,196.0
Jardim Vila Mariana,Apartamento,280.0,5,3,4,3,2660.0,7279.0,112.0
Vila Nova Conceição,Apartamento,40.0,1,1,1,1,386.0,3360.0,146.0
Vila Nova Conceição,Flat,36.0,1,0,1,1,770.0,2509.0,70.0
Vila Clementino,Apartamento,120.0,1,0,3,1,805.0,3954.0,62.0
Vila Olímpia,Apartamento,127.0,5,3,3,3,1003.0,8442.0,308.0
Vila Nova Conceição,Apartamento,230.0,3,3,3,3,2100.0,13846.0,700.0
Vila Nova Conceição,Apartamento,222.0,5,3,3,4,2800.0,13846.0,850.0
Vila Nova Conceição,Apartamento,222.0,5,3,3,4,2800.0,13846.0,1050.0
Vila Olímpia,Apartamento,93.0,1,1,2,2,770.0,7419.0,280.0
Indianópolis,Apartamento,198.0,4,3,4,3,1959.0,7559.0,630.0
Brooklin Paulista,Apartamento,130.0,4,1,3,2,979.0,7979.0,280.0
Brooklin Paulista,Flat,50.0,1,0,1,1,630.0,2870.0,70.0
Indianópolis,Apartamento,51.0,1,0,1,1,386.0,2695.0,62.0
Indianópolis,Apartamento,195.0,4,2,2,4,2720.0,13846.0,1155.0
Vila Olímpia,Flat,43.0,1,1,1,1,840.0,2660.0,140.0
Vila Nova Conceição,Flat,42.0,1,0,1,1,791.0,2457.0,203.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,595.0,2170.0,140.0
Vila Nova Conceição,Flat,42.0,1,1,1,1,595.0,2170.0,140.0
Vila Olímpia,Flat,33.0,1,1,1,1,784.0,2450.0,70.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,1085.0,2226.0,84.0
Vila Nova Conceição,Apartamento,54.0,2,1,1,1,489.0,5040.0,140.0
Vila Olímpia,Flat,33.0,1,0,1,1,840.0,2660.0,140.0
Vila Olímpia,Flat,32.0,1,0,1,1,840.0,2289.0,161.0
Vila Nova Conceição,Apartamento,260.0,5,3,4,4,2800.0,13846.0,879.0
Vila Nova Conceição,Apartamento,160.0,2,1,3,2,1540.0,7140.0,700.0
Moema,Apartamento,440.0,5,3,4,4,2800.0,13846.0,1365.0
Jardim Guedala,Apartamento,220.0,5,3,3,4,2520.0,13846.0,840.0
Vila Nova Conceição,Apartamento,45.0,1,0,1,1,615.0,2575.0,62.0
Moema,Apartamento,106.0,3,1,2,2,1072.0,4922.0,244.0
Vila Nova Conceição,Apartamento,57.0,2,1,2,1,840.0,3290.0,85.0
Vila Nova Conceição,Apartamento,350.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,30.0,1,0,1,1,840.0,2450.0,140.0
Vila Mariana,Apartamento,45.0,1,0,1,1,441.0,2270.0,109.0
Itaim Bibi,Flat,38.0,1,1,1,1,654.0,2341.0,108.0
Itaim Bibi,Flat,35.0,1,0,1,1,770.0,3430.0,70.0
Itaim Bibi,Flat,44.0,1,0,1,1,595.0,2888.0,62.0
Itaim Bibi,Apartamento,580.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,3755.0,94.0
Itaim Bibi,Flat,47.0,1,1,1,1,630.0,2170.0,70.0
Itaim Bibi,Flat,47.0,1,0,1,1,444.0,2352.0,98.0
Itaim Bibi,Flat,45.0,1,1,1,1,630.0,2590.0,70.0
Itaim Bibi,Flat,45.0,1,0,1,1,770.0,2639.0,91.0
Vila Nova Conceição,Apartamento,150.0,1,1,3,2,1127.0,6027.0,289.0
Vila Nova Conceição,Apartamento,70.0,1,1,1,1,947.0,3887.0,175.0
Vila Mariana,Apartamento,62.0,2,0,2,1,700.0,2170.0,140.0
Vila Albano,Apartamento,70.0,2,1,2,1,525.0,1785.0,62.0
Vila Mariana,Apartamento,50.0,1,0,1,1,468.0,2569.0,161.0
Ipiranga,Apartamento,100.0,3,1,3,2,700.0,2243.0,206.0
Ipiranga,Apartamento,140.0,5,3,3,2,1014.0,4515.0,282.0
Itaim Bibi,Flat,37.0,1,1,1,1,1190.0,3290.0,560.0
Moema,Apartamento,360.0,3,2,3,2,2520.0,13846.0,840.0
Itaim Bibi,Flat,52.0,2,1,2,1,1120.0,4739.0,161.0
Itaim Bibi,Apartamento,102.0,2,0,2,1,528.0,4378.0,95.0
Itaim Bibi,Flat,40.0,1,0,1,1,979.0,2324.0,125.0
Pinheiros,Flat,42.0,1,1,1,1,909.0,2310.0,140.0
Pinheiros,Flat,35.0,1,1,1,1,868.0,3325.0,175.0
Pinheiros,Flat,35.0,1,1,1,1,630.0,2310.0,70.0
Vila Progredior,Apartamento,111.0,4,1,3,2,907.0,4407.0,377.0
Pinheiros,Flat,35.0,1,0,1,1,706.0,2330.0,116.0
Itaim Bibi,Flat,45.0,1,0,1,1,749.0,3758.0,62.0
Itaim Bibi,Apartamento,250.0,3,3,3,4,2800.0,13846.0,1109.0
Itaim Bibi,Flat,43.0,1,1,1,1,1400.0,2975.0,175.0
Itaim Bibi,Flat,45.0,1,1,1,1,609.0,3754.0,95.0
Itaim Bibi,Flat,45.0,1,1,1,1,609.0,3754.0,95.0
Itaim Bibi,Apartamento,360.0,5,3,4,3,1680.0,11480.0,958.0
Itaim Bibi,Apartamento,240.0,5,3,3,2,1190.0,10640.0,273.0
Itaim Bibi,Flat,40.0,1,0,1,1,885.0,3255.0,105.0
Itaim Bibi,Flat,43.0,1,1,1,2,630.0,2590.0,70.0
Jardim Europa,Flat,30.0,1,0,1,1,840.0,3709.0,140.0
Itaim Bibi,Flat,40.0,1,0,1,1,791.0,2331.0,116.0
Vila Nova Conceição,Flat,29.0,1,1,1,1,1304.0,3124.0,95.0
Jardim Europa,Flat,30.0,1,1,1,1,700.0,2660.0,70.0
Jardim Europa,Flat,70.0,1,1,1,2,2499.0,5649.0,301.0
Vila Mariana,Apartamento,176.0,4,2,4,4,2170.0,9163.0,735.0
Itaim Bibi,Apartamento,110.0,3,1,3,1,840.0,3779.0,105.0
Itaim Bibi,Apartamento,45.0,1,1,1,1,840.0,3080.0,224.0
Itaim Bibi,Flat,33.0,1,0,1,1,979.0,2240.0,140.0
Paraíso,Apartamento,540.0,5,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,250.0,5,3,3,3,2800.0,11900.0,1054.0
Vila Mariana,Apartamento,390.0,4,3,4,4,2029.0,13846.0,1365.0
Jardim Paulistano,Flat,68.0,1,1,1,1,1433.0,3883.0,152.0
Jardim Europa,Apartamento,290.0,1,3,4,4,2800.0,13846.0,1365.0
Itaim Bibi,Apartamento,187.0,4,3,3,2,1750.0,8750.0,560.0
Itaim Bibi,Apartamento,187.0,1,1,2,2,1400.0,7699.0,191.0
Jardim Europa,Apartamento,180.0,3,2,2,1,2800.0,13405.0,525.0
Itaim Bibi,Apartamento,153.0,2,1,3,2,1255.0,5315.0,401.0
Vila Prudente,Apartamento,267.0,3,2,4,4,1260.0,3220.0,392.0
Jardim Paulista,Apartamento,140.0,3,2,2,1,1260.0,7909.0,186.0
Jardim Europa,Flat,42.0,1,1,1,1,1378.0,5228.0,303.0
Jardim Europa,Apartamento,230.0,3,1,3,3,1889.0,6790.0,350.0
Paraíso,Flat,40.0,1,1,1,1,630.0,2240.0,70.0
Paraíso,Flat,41.0,1,1,1,1,630.0,1767.0,70.0
Jardim Europa,Apartamento,320.0,2,2,4,1,2800.0,13846.0,1102.0
Jardim Paulista,Flat,40.0,1,1,1,1,609.0,3024.0,125.0
Paraíso,Flat,40.0,1,0,1,1,1014.0,1854.0,175.0
Paraíso,Flat,41.0,1,0,1,1,707.0,2022.0,77.0
Vila Mariana,Flat,40.0,1,0,1,1,944.0,2149.0,161.0
Vila Mariana,Flat,40.0,1,1,1,1,630.0,2380.0,70.0
Jardim Paulista,Flat,45.0,1,1,1,1,735.0,1785.0,84.0
Indianópolis,Apartamento,158.0,3,2,4,2,1295.0,6895.0,406.0
Indianópolis,Flat,35.0,1,0,1,1,770.0,2114.0,70.0
Moema,Flat,35.0,1,0,1,1,770.0,1889.0,70.0
Moema,Flat,35.0,1,1,1,1,686.0,1819.0,140.0
Moema,Flat,35.0,1,1,1,1,630.0,2100.0,70.0
Moema,Flat,35.0,1,0,1,1,770.0,2100.0,70.0
Moema,Flat,35.0,1,1,1,1,735.0,1924.0,105.0
Moema,Flat,35.0,1,1,1,1,630.0,1819.0,70.0
Moema,Flat,35.0,1,1,1,1,686.0,1819.0,140.0
Vila Gumercindo,Apartamento,64.0,1,0,2,1,560.0,1767.0,95.0
Indianópolis,Flat,26.0,1,1,1,1,909.0,1959.0,140.0
Moema,Flat,100.0,1,0,2,1,770.0,4445.0,70.0
Vila Gumercindo,Apartamento,102.0,2,1,3,2,763.0,2863.0,203.0
Moema,Flat,37.0,1,1,1,1,770.0,2310.0,92.0
Planalto Paulista,Flat,37.0,1,1,1,1,882.0,2695.0,175.0
Planalto Paulista,Flat,36.0,1,1,1,1,630.0,2240.0,70.0
Planalto Paulista,Flat,35.0,1,0,1,1,770.0,2040.0,70.0
Moema,Flat,52.0,1,1,1,1,812.0,2240.0,140.0
Cidade Monções,Flat,50.0,1,0,1,1,489.0,2450.0,122.0
Moema,Flat,52.0,1,0,1,1,630.0,2191.0,118.0
Moema,Flat,35.0,1,0,1,1,770.0,2383.0,70.0
Paineiras do Morumbi,Apartamento,126.0,4,1,3,3,1190.0,4130.0,468.0
Moema,Flat,42.0,2,1,1,1,868.0,2352.0,98.0
Planalto Paulista,Flat,30.0,1,0,1,1,698.0,1958.0,71.0
Paineiras do Morumbi,Casa,557.0,5,3,4,4,2800.0,13846.0,1330.0
Moema,Flat,31.0,1,1,1,1,630.0,2029.0,70.0
Cidade Monções,Flat,35.0,1,0,1,1,770.0,3150.0,70.0
Moema,Apartamento,177.0,5,3,4,4,1750.0,9100.0,700.0
Vila Uberabinha,Flat,45.0,1,1,1,1,909.0,2590.0,140.0
Indianópolis,Apartamento,41.0,1,1,1,1,534.0,2844.0,70.0
Cidade Monções,Flat,55.0,2,0,2,1,539.0,2842.0,98.0
Cidade Monções,Flat,32.0,1,0,1,1,840.0,2590.0,140.0
Cidade Monções,Flat,47.0,1,0,1,1,700.0,3066.0,84.0
Moema,Apartamento,161.0,5,2,4,4,1970.0,8970.0,633.0
Moema,Apartamento,46.0,1,0,1,1,840.0,2380.0,70.0
Vila Uberabinha,Flat,55.0,1,0,1,1,630.0,2310.0,70.0
Moema,Flat,52.0,1,1,1,1,840.0,1889.0,70.0
Moema,Flat,42.0,1,0,1,1,770.0,2597.0,70.0
Vila Clementino,Apartamento,174.0,5,3,3,3,1540.0,6866.0,494.0
Moema,Apartamento,255.0,5,3,4,4,2100.0,10150.0,1190.0
Indianópolis,Flat,28.0,1,1,1,1,886.0,2636.0,70.0
Ipiranga,Apartamento,100.0,2,0,3,1,386.0,1767.0,62.0
Vila Mariana,Apartamento,64.0,2,1,3,2,548.0,2298.0,1365.0
Vila Uberabinha,Apartamento,165.0,5,3,4,4,1610.0,12110.0,749.0
Bela Vista,Apartamento,110.0,3,0,3,1,413.0,3563.0,175.0
Moema,Apartamento,140.0,4,3,3,2,1050.0,4900.0,471.0
Morumbi,Apartamento,80.0,2,1,2,2,609.0,3269.0,105.0
Moema,Flat,40.0,1,1,1,1,700.0,1889.0,70.0
Brooklin Paulista,Apartamento,127.0,2,1,1,2,1014.0,10815.0,322.0
Moema,Flat,26.0,1,1,1,1,840.0,1959.0,210.0
Brooklin Paulista,Apartamento,127.0,2,1,1,2,1014.0,10815.0,322.0
Vila Olímpia,Flat,37.0,1,0,1,1,525.0,3069.0,80.0
Indianópolis,Flat,29.0,1,1,1,1,770.0,1889.0,70.0
Indianópolis,Flat,20.0,1,1,1,1,795.0,1767.0,105.0
Vila Olímpia,Flat,44.0,1,1,1,1,420.0,2730.0,70.0
Vila Olímpia,Flat,50.0,1,1,2,1,909.0,4200.0,70.0
Vila Olímpia,Apartamento,210.0,3,3,3,3,1190.0,13846.0,758.0
Vila Uberabinha,Apartamento,128.0,1,2,3,3,944.0,9345.0,1365.0
Vila Olímpia,Flat,35.0,1,0,2,1,770.0,2754.0,70.0
Vila Olímpia,Flat,36.0,1,1,1,1,489.0,2709.0,91.0
Vila Olímpia,Apartamento,43.0,1,1,1,1,525.0,3465.0,62.0
Indianópolis,Flat,32.0,1,1,1,1,717.0,2110.0,129.0
Moema,Flat,48.0,1,1,1,1,630.0,2870.0,70.0
Moema,Apartamento,74.0,1,0,2,1,925.0,5374.0,155.0
Vila Uberabinha,Apartamento,163.0,2,2,2,2,1819.0,13720.0,420.0
Vila Dom Pedro I,Apartamento,63.0,2,1,2,1,470.0,2115.0,98.0
Vila Dom Pedro I,Apartamento,63.0,2,1,2,1,469.0,2219.0,98.0
Vila Olimpia,Flat,34.0,1,0,1,1,826.0,2353.0,96.0
Vila Olimpia,Flat,32.0,1,0,1,1,826.0,2114.0,125.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,2243.0,70.0
Vila Uberabinha,Apartamento,240.0,4,3,4,4,2730.0,13846.0,1120.0
Vila Olímpia,Flat,30.0,1,1,1,1,1246.0,2307.0,142.0
Vila Uberabinha,Flat,55.0,1,1,2,1,630.0,3989.0,70.0
Vila Uberabinha,Flat,35.0,1,0,1,1,770.0,2222.0,70.0
Vila Uberabinha,Apartamento,48.0,2,1,1,1,951.0,3192.0,140.0
Vila Olimpia,Flat,32.0,1,0,1,1,826.0,2283.0,96.0
Moema,Apartamento,287.0,5,2,4,4,2800.0,13323.0,1365.0
Vila Clementino,Flat,26.0,1,0,1,1,847.0,1767.0,62.0
Vila Nova Conceição,Apartamento,65.0,1,0,1,1,386.0,6671.0,70.0
Vila Uberabinha,Flat,35.0,1,0,1,1,759.0,2222.0,87.0
Vila Uberabinha,Flat,33.0,1,1,1,1,777.0,2170.0,140.0
Itaim Bibi,Apartamento,48.0,1,1,1,2,1470.0,6930.0,134.0
Vila Nova Conceição,Apartamento,40.0,1,0,1,1,770.0,2800.0,70.0
Moema,Flat,48.0,1,1,1,1,979.0,3751.0,98.0
Moema,Apartamento,48.0,1,0,1,1,805.0,5355.0,88.0
Vila Olímpia,Flat,44.0,1,1,1,1,489.0,1889.0,70.0
Vila Nova Conceição,Apartamento,68.0,1,1,1,2,721.0,6671.0,237.0
Moema,Apartamento,156.0,3,2,2,3,1260.0,12460.0,280.0
Moema,Apartamento,151.0,3,2,2,3,1495.0,11995.0,688.0
Moema,Apartamento,100.0,2,1,1,2,1387.0,10312.0,368.0
Vila Nova Conceição,Flat,56.0,1,0,2,1,770.0,3937.0,70.0
Moema,Flat,48.0,1,0,1,1,749.0,5740.0,84.0
Vila Olímpia,Flat,35.0,1,0,1,1,770.0,3181.0,70.0
Vila Olímpia,Apartamento,105.0,3,2,2,2,1400.0,8400.0,372.0
Ipiranga,Apartamento,88.0,3,1,3,3,693.0,2443.0,200.0
Vila Olímpia,Apartamento,69.0,1,1,1,2,845.0,5325.0,196.0
Moema,Flat,48.0,1,0,1,1,525.0,4116.0,84.0
Vila Olímpia,Flat,35.0,1,0,1,1,944.0,2275.0,175.0
Vila Olímpia,Flat,31.0,1,1,1,1,1086.0,2324.0,125.0
Moema,Flat,48.0,1,0,1,2,525.0,3765.0,84.0
Vila Nova Conceição,Flat,55.0,1,0,1,2,799.0,4406.0,143.0
Vila Nova Conceição,Flat,41.0,1,0,1,1,630.0,2698.0,101.0
Vila Nova Conceição,Apartamento,127.0,3,1,3,2,990.0,5190.0,308.0
Vila Nova Conceição,Flat,65.0,1,1,2,2,630.0,3398.0,101.0
Vila Olímpia,Flat,42.0,1,0,1,1,700.0,2296.0,70.0
Vila Olímpia,Flat,31.0,1,1,1,1,1050.0,2310.0,140.0
Moema,Flat,40.0,1,0,1,1,770.0,4991.0,70.0
Vila Nova Conceição,Apartamento,48.0,1,1,1,1,828.0,3628.0,118.0
Vila Clementino,Flat,35.0,1,0,1,1,840.0,2100.0,140.0
Moema,Apartamento,48.0,1,1,1,1,805.0,4585.0,88.0
Vila Nova Conceição,Flat,41.0,1,0,2,1,840.0,3814.0,175.0
Vila Nova Conceição,Flat,48.0,1,1,1,1,602.0,5152.0,140.0
Vila Nova Conceição,Flat,44.0,1,0,1,1,605.0,2856.0,84.0
Vila Nova Conceição,Flat,45.0,1,0,1,1,770.0,2733.0,70.0
Vila Olímpia,Apartamento,121.0,2,1,3,2,979.0,4480.0,187.0
Vila Olimpia,Flat,55.0,1,0,2,2,799.0,3286.0,143.0
Vila Olímpia,Flat,65.0,1,1,1,1,1750.0,8119.0,280.0
Vila Olímpia,Flat,35.0,1,1,1,1,2169.0,3989.0,210.0
Vila Olímpia,Apartamento,42.0,2,2,2,1,877.0,4727.0,179.0
Vila Olímpia,Flat,32.0,1,1,1,1,1014.0,1889.0,140.0
